ProgrammeCode,StudyYear,AcademicYear,Course,CourseType,CompKey
10052,2.0,2020-2021,1145,compulsory-elective,PI_10052_2.0_2020-2021_1145
10053,1.0,2016-2017,1145,compulsory-elective,PI_10053_1.0_2016-2017_1145
10061,1.0,2016-2017,1145,elective,PI_10061_1.0_2016-2017_1145
10071,1.0,2017-2018,1145,compulsory,PI_10071_1.0_2017-2018_1145
10072,2.0,2014-2015,1145,elective,PI_10072_2.0_2014-2015_1145
10072,3.0,2014-2015,1145,compulsory-elective,PI_10072_3.0_2014-2015_1145
10073,3.0,2019-2020,1145,compulsory,PI_10073_3.0_2019-2020_1145
10001,2.0,2023-2024,1146,compulsory,PI_10001_2.0_2023-2024_1146
10001,3.0,2015-2016,1146,compulsory-elective,PI_10001_3.0_2015-2016_1146
10011,2.0,2016-2017,1146,compulsory-elective,PI_10011_2.0_2016-2017_1146
10012,1.0,2015-2016,1146,compulsory,PI_10012_1.0_2015-2016_1146
10013,1.0,2016-2017,1146,elective,PI_10013_1.0_2016-2017_1146
10013,3.0,2013-2014,1146,compulsory-elective,PI_10013_3.0_2013-2014_1146
10021,1.0,2015-2016,1146,elective,PI_10021_1.0_2015-2016_1146
10021,2.0,2016-2017,1146,compulsory-elective,PI_10021_2.0_2016-2017_1146
10032,1.0,2013-2014,1146,compulsory-elective,PI_10032_1.0_2013-2014_1146
10032,2.0,2015-2016,1146,elective,PI_10032_2.0_2015-2016_1146
10033,2.0,2015-2016,1146,compulsory-elective,PI_10033_2.0_2015-2016_1146
10034,2.0,2013-2014,1146,compulsory,PI_10034_2.0_2013-2014_1146
10052,1.0,2015-2016,1146,elective,PI_10052_1.0_2015-2016_1146
10053,1.0,2014-2015,1146,compulsory-elective,PI_10053_1.0_2014-2015_1146
10053,2.0,2020-2021,1146,compulsory-elective,PI_10053_2.0_2020-2021_1146
10054,2.0,2018-2019,1146,compulsory-elective,PI_10054_2.0_2018-2019_1146
10054,3.0,2022-2023,1146,elective,PI_10054_3.0_2022-2023_1146
10061,1.0,2015-2016,1146,compulsory-elective,PI_10061_1.0_2015-2016_1146
10061,1.0,2017-2018,1146,elective,PI_10061_1.0_2017-2018_1146
10071,3.0,2023-2024,1146,compulsory-elective,PI_10071_3.0_2023-2024_1146
10072,1.0,2014-2015,1146,compulsory,PI_10072_1.0_2014-2015_1146
10001,1.0,2015-2016,1147,elective,PI_10001_1.0_2015-2016_1147
10001,1.0,2018-2019,1147,compulsory-elective,PI_10001_1.0_2018-2019_1147
10012,1.0,2013-2014,1147,compulsory,PI_10012_1.0_2013-2014_1147
10013,1.0,2021-2022,1147,elective,PI_10013_1.0_2021-2022_1147
10014,2.0,2016-2017,1147,elective,PI_10014_2.0_2016-2017_1147
10021,1.0,2017-2018,1147,compulsory-elective,PI_10021_1.0_2017-2018_1147
10032,1.0,2021-2022,1147,compulsory,PI_10032_1.0_2021-2022_1147
10032,2.0,2017-2018,1147,compulsory-elective,PI_10032_2.0_2017-2018_1147
10032,2.0,2018-2019,1147,elective,PI_10032_2.0_2018-2019_1147
10041,1.0,2017-2018,1147,compulsory-elective,PI_10041_1.0_2017-2018_1147
10051,1.0,2015-2016,1147,compulsory,PI_10051_1.0_2015-2016_1147
10051,2.0,2013-2014,1147,compulsory-elective,PI_10051_2.0_2013-2014_1147
10073,2.0,2013-2014,1147,compulsory-elective,PI_10073_2.0_2013-2014_1147
10011,2.0,2022-2023,1148,compulsory,PI_10011_2.0_2022-2023_1148
10013,1.0,2018-2019,1148,elective,PI_10013_1.0_2018-2019_1148
10013,1.0,2023-2024,1148,elective,PI_10013_1.0_2023-2024_1148
10013,2.0,2020-2021,1148,compulsory-elective,PI_10013_2.0_2020-2021_1148
10013,3.0,2015-2016,1148,elective,PI_10013_3.0_2015-2016_1148
10032,1.0,2019-2020,1148,compulsory-elective,PI_10032_1.0_2019-2020_1148
10032,1.0,2021-2022,1148,elective,PI_10032_1.0_2021-2022_1148
10033,1.0,2017-2018,1148,compulsory-elective,PI_10033_1.0_2017-2018_1148
10033,2.0,2021-2022,1148,elective,PI_10033_2.0_2021-2022_1148
10034,1.0,2013-2014,1148,elective,PI_10034_1.0_2013-2014_1148
10034,2.0,2017-2018,1148,elective,PI_10034_2.0_2017-2018_1148
10041,2.0,2019-2020,1148,compulsory,PI_10041_2.0_2019-2020_1148
10042,2.0,2016-2017,1148,elective,PI_10042_2.0_2016-2017_1148
10052,2.0,2018-2019,1148,compulsory-elective,PI_10052_2.0_2018-2019_1148
10054,1.0,2019-2020,1148,compulsory,PI_10054_1.0_2019-2020_1148
10054,3.0,2021-2022,1148,elective,PI_10054_3.0_2021-2022_1148
10072,1.0,2014-2015,1148,elective,PI_10072_1.0_2014-2015_1148
10073,2.0,2014-2015,1148,compulsory-elective,PI_10073_2.0_2014-2015_1148
10001,3.0,2014-2015,1149,elective,PI_10001_3.0_2014-2015_1149
10001,3.0,2015-2016,1149,compulsory-elective,PI_10001_3.0_2015-2016_1149
10011,1.0,2021-2022,1149,elective,PI_10011_1.0_2021-2022_1149
10011,2.0,2013-2014,1149,elective,PI_10011_2.0_2013-2014_1149
10012,1.0,2013-2014,1149,compulsory,PI_10012_1.0_2013-2014_1149
10012,3.0,2015-2016,1149,compulsory-elective,PI_10012_3.0_2015-2016_1149
10012,3.0,2020-2021,1149,elective,PI_10012_3.0_2020-2021_1149
10013,1.0,2021-2022,1149,compulsory-elective,PI_10013_1.0_2021-2022_1149
10013,3.0,2014-2015,1149,elective,PI_10013_3.0_2014-2015_1149
10021,2.0,2018-2019,1149,elective,PI_10021_2.0_2018-2019_1149
10031,1.0,2022-2023,1149,compulsory-elective,PI_10031_1.0_2022-2023_1149
10031,2.0,2013-2014,1149,compulsory-elective,PI_10031_2.0_2013-2014_1149
10034,1.0,2022-2023,1149,compulsory,PI_10034_1.0_2022-2023_1149
10034,1.0,2023-2024,1149,compulsory,PI_10034_1.0_2023-2024_1149
10051,1.0,2019-2020,1149,elective,PI_10051_1.0_2019-2020_1149
10052,2.0,2013-2014,1149,compulsory-elective,PI_10052_2.0_2013-2014_1149
10061,1.0,2013-2014,1149,elective,PI_10061_1.0_2013-2014_1149
10061,1.0,2019-2020,1149,compulsory-elective,PI_10061_1.0_2019-2020_1149
10072,2.0,2014-2015,1149,compulsory-elective,PI_10072_2.0_2014-2015_1149
10073,1.0,2023-2024,1149,compulsory-elective,PI_10073_1.0_2023-2024_1149
10073,3.0,2021-2022,1149,compulsory,PI_10073_3.0_2021-2022_1149
10074,1.0,2015-2016,1149,compulsory,PI_10074_1.0_2015-2016_1149
10074,2.0,2016-2017,1149,elective,PI_10074_2.0_2016-2017_1149
10001,3.0,2016-2017,1150,elective,PI_10001_3.0_2016-2017_1150
10014,2.0,2016-2017,1150,elective,PI_10014_2.0_2016-2017_1150
10021,2.0,2019-2020,1150,compulsory,PI_10021_2.0_2019-2020_1150
10031,1.0,2018-2019,1150,compulsory,PI_10031_1.0_2018-2019_1150
10032,1.0,2023-2024,1150,elective,PI_10032_1.0_2023-2024_1150
10032,3.0,2023-2024,1150,compulsory-elective,PI_10032_3.0_2023-2024_1150
10033,1.0,2023-2024,1150,elective,PI_10033_1.0_2023-2024_1150
10051,1.0,2021-2022,1150,elective,PI_10051_1.0_2021-2022_1150
10051,3.0,2016-2017,1150,elective,PI_10051_3.0_2016-2017_1150
10053,2.0,2018-2019,1150,elective,PI_10053_2.0_2018-2019_1150
10054,1.0,2022-2023,1150,compulsory-elective,PI_10054_1.0_2022-2023_1150
10054,2.0,2013-2014,1150,elective,PI_10054_2.0_2013-2014_1150
10072,1.0,2020-2021,1150,compulsory,PI_10072_1.0_2020-2021_1150
10073,1.0,2019-2020,1150,compulsory-elective,PI_10073_1.0_2019-2020_1150
10074,1.0,2014-2015,1150,elective,PI_10074_1.0_2014-2015_1150
10011,1.0,2020-2021,1151,compulsory-elective,PI_10011_1.0_2020-2021_1151
10013,2.0,2018-2019,1151,elective,PI_10013_2.0_2018-2019_1151
10013,3.0,2017-2018,1151,compulsory,PI_10013_3.0_2017-2018_1151
10013,3.0,2022-2023,1151,compulsory-elective,PI_10013_3.0_2022-2023_1151
10014,2.0,2022-2023,1151,elective,PI_10014_2.0_2022-2023_1151
10034,2.0,2014-2015,1151,elective,PI_10034_2.0_2014-2015_1151
10042,2.0,2015-2016,1151,elective,PI_10042_2.0_2015-2016_1151
10051,2.0,2017-2018,1151,elective,PI_10051_2.0_2017-2018_1151
10051,3.0,2017-2018,1151,elective,PI_10051_3.0_2017-2018_1151
10052,1.0,2017-2018,1151,elective,PI_10052_1.0_2017-2018_1151
10052,1.0,2022-2023,1151,compulsory,PI_10052_1.0_2022-2023_1151
10053,1.0,2013-2014,1151,compulsory-elective,PI_10053_1.0_2013-2014_1151
10054,2.0,2013-2014,1151,elective,PI_10054_2.0_2013-2014_1151
10072,1.0,2017-2018,1151,elective,PI_10072_1.0_2017-2018_1151
10072,2.0,2017-2018,1151,compulsory,PI_10072_2.0_2017-2018_1151
10072,2.0,2018-2019,1151,compulsory,PI_10072_2.0_2018-2019_1151
10073,1.0,2018-2019,1151,compulsory,PI_10073_1.0_2018-2019_1151
10073,2.0,2019-2020,1151,compulsory-elective,PI_10073_2.0_2019-2020_1151
10074,2.0,2016-2017,1151,elective,PI_10074_2.0_2016-2017_1151
10001,3.0,2019-2020,1152,compulsory-elective,PI_10001_3.0_2019-2020_1152
10011,1.0,2019-2020,1152,elective,PI_10011_1.0_2019-2020_1152
10011,3.0,2014-2015,1152,elective,PI_10011_3.0_2014-2015_1152
10011,3.0,2016-2017,1152,elective,PI_10011_3.0_2016-2017_1152
10012,1.0,2022-2023,1152,elective,PI_10012_1.0_2022-2023_1152
10013,3.0,2014-2015,1152,elective,PI_10013_3.0_2014-2015_1152
10021,2.0,2017-2018,1152,compulsory-elective,PI_10021_2.0_2017-2018_1152
10031,2.0,2019-2020,1152,compulsory-elective,PI_10031_2.0_2019-2020_1152
10032,2.0,2023-2024,1152,compulsory-elective,PI_10032_2.0_2023-2024_1152
10034,1.0,2021-2022,1152,elective,PI_10034_1.0_2021-2022_1152
10034,2.0,2019-2020,1152,elective,PI_10034_2.0_2019-2020_1152
10042,2.0,2021-2022,1152,compulsory-elective,PI_10042_2.0_2021-2022_1152
10051,3.0,2013-2014,1152,compulsory-elective,PI_10051_3.0_2013-2014_1152
10054,1.0,2013-2014,1152,elective,PI_10054_1.0_2013-2014_1152
10054,2.0,2019-2020,1152,compulsory-elective,PI_10054_2.0_2019-2020_1152
10054,2.0,2022-2023,1152,elective,PI_10054_2.0_2022-2023_1152
10071,2.0,2019-2020,1152,compulsory-elective,PI_10071_2.0_2019-2020_1152
10072,2.0,2015-2016,1152,compulsory-elective,PI_10072_2.0_2015-2016_1152
10073,3.0,2018-2019,1152,elective,PI_10073_3.0_2018-2019_1152
10074,1.0,2020-2021,1152,elective,PI_10074_1.0_2020-2021_1152
10001,2.0,2018-2019,1153,elective,PI_10001_2.0_2018-2019_1153
10012,2.0,2015-2016,1153,elective,PI_10012_2.0_2015-2016_1153
10021,2.0,2016-2017,1153,elective,PI_10021_2.0_2016-2017_1153
10031,1.0,2016-2017,1153,compulsory-elective,PI_10031_1.0_2016-2017_1153
10034,1.0,2015-2016,1153,compulsory-elective,PI_10034_1.0_2015-2016_1153
10034,1.0,2021-2022,1153,elective,PI_10034_1.0_2021-2022_1153
10051,3.0,2023-2024,1153,compulsory,PI_10051_3.0_2023-2024_1153
10052,2.0,2021-2022,1153,compulsory,PI_10052_2.0_2021-2022_1153
10053,2.0,2023-2024,1153,compulsory,PI_10053_2.0_2023-2024_1153
10054,3.0,2019-2020,1153,compulsory-elective,PI_10054_3.0_2019-2020_1153
10061,1.0,2023-2024,1153,elective,PI_10061_1.0_2023-2024_1153
10061,2.0,2014-2015,1153,compulsory,PI_10061_2.0_2014-2015_1153
10071,1.0,2021-2022,1153,elective,PI_10071_1.0_2021-2022_1153
10071,2.0,2014-2015,1153,compulsory-elective,PI_10071_2.0_2014-2015_1153
10071,3.0,2013-2014,1153,elective,PI_10071_3.0_2013-2014_1153
10072,2.0,2015-2016,1153,compulsory,PI_10072_2.0_2015-2016_1153
10072,2.0,2019-2020,1153,elective,PI_10072_2.0_2019-2020_1153
10073,2.0,2015-2016,1153,elective,PI_10073_2.0_2015-2016_1153
10074,2.0,2023-2024,1153,compulsory-elective,PI_10074_2.0_2023-2024_1153
10013,3.0,2016-2017,1154,compulsory-elective,PI_10013_3.0_2016-2017_1154
10013,3.0,2022-2023,1154,compulsory-elective,PI_10013_3.0_2022-2023_1154
10014,1.0,2017-2018,1154,elective,PI_10014_1.0_2017-2018_1154
10014,2.0,2022-2023,1154,compulsory,PI_10014_2.0_2022-2023_1154
10032,2.0,2018-2019,1154,elective,PI_10032_2.0_2018-2019_1154
10034,2.0,2019-2020,1154,elective,PI_10034_2.0_2019-2020_1154
10042,1.0,2017-2018,1154,elective,PI_10042_1.0_2017-2018_1154
10051,1.0,2014-2015,1154,elective,PI_10051_1.0_2014-2015_1154
10051,1.0,2023-2024,1154,elective,PI_10051_1.0_2023-2024_1154
10052,1.0,2022-2023,1154,compulsory,PI_10052_1.0_2022-2023_1154
10052,2.0,2020-2021,1154,elective,PI_10052_2.0_2020-2021_1154
10053,1.0,2019-2020,1154,compulsory-elective,PI_10053_1.0_2019-2020_1154
10054,2.0,2013-2014,1154,compulsory-elective,PI_10054_2.0_2013-2014_1154
10071,1.0,2023-2024,1154,compulsory-elective,PI_10071_1.0_2023-2024_1154
10071,2.0,2013-2014,1154,elective,PI_10071_2.0_2013-2014_1154
10074,1.0,2021-2022,1154,elective,PI_10074_1.0_2021-2022_1154
10001,1.0,2020-2021,1155,compulsory,PI_10001_1.0_2020-2021_1155
10011,1.0,2017-2018,1155,elective,PI_10011_1.0_2017-2018_1155
10011,2.0,2014-2015,1155,compulsory,PI_10011_2.0_2014-2015_1155
10011,2.0,2023-2024,1155,elective,PI_10011_2.0_2023-2024_1155
10012,1.0,2021-2022,1155,elective,PI_10012_1.0_2021-2022_1155
10012,1.0,2022-2023,1155,elective,PI_10012_1.0_2022-2023_1155
10021,1.0,2014-2015,1155,compulsory-elective,PI_10021_1.0_2014-2015_1155
10032,1.0,2023-2024,1155,elective,PI_10032_1.0_2023-2024_1155
10032,2.0,2023-2024,1155,elective,PI_10032_2.0_2023-2024_1155
10033,2.0,2015-2016,1155,compulsory-elective,PI_10033_2.0_2015-2016_1155
10034,2.0,2018-2019,1155,elective,PI_10034_2.0_2018-2019_1155
10042,2.0,2022-2023,1155,compulsory-elective,PI_10042_2.0_2022-2023_1155
10052,1.0,2016-2017,1155,elective,PI_10052_1.0_2016-2017_1155
10061,1.0,2020-2021,1155,compulsory-elective,PI_10061_1.0_2020-2021_1155
10071,2.0,2023-2024,1155,compulsory,PI_10071_2.0_2023-2024_1155
10072,3.0,2021-2022,1155,elective,PI_10072_3.0_2021-2022_1155
10074,1.0,2020-2021,1155,compulsory-elective,PI_10074_1.0_2020-2021_1155
10011,2.0,2019-2020,1156,elective,PI_10011_2.0_2019-2020_1156
10012,1.0,2016-2017,1156,elective,PI_10012_1.0_2016-2017_1156
10012,3.0,2021-2022,1156,compulsory-elective,PI_10012_3.0_2021-2022_1156
10013,1.0,2015-2016,1156,compulsory-elective,PI_10013_1.0_2015-2016_1156
10014,1.0,2020-2021,1156,elective,PI_10014_1.0_2020-2021_1156
10021,2.0,2021-2022,1156,compulsory,PI_10021_2.0_2021-2022_1156
10021,2.0,2022-2023,1156,compulsory,PI_10021_2.0_2022-2023_1156
10032,1.0,2013-2014,1156,compulsory,PI_10032_1.0_2013-2014_1156
10032,1.0,2015-2016,1156,compulsory,PI_10032_1.0_2015-2016_1156
10032,2.0,2013-2014,1156,elective,PI_10032_2.0_2013-2014_1156
10032,2.0,2022-2023,1156,compulsory-elective,PI_10032_2.0_2022-2023_1156
10041,1.0,2015-2016,1156,compulsory-elective,PI_10041_1.0_2015-2016_1156
10041,2.0,2013-2014,1156,compulsory,PI_10041_2.0_2013-2014_1156
10042,2.0,2014-2015,1156,compulsory-elective,PI_10042_2.0_2014-2015_1156
10042,2.0,2020-2021,1156,elective,PI_10042_2.0_2020-2021_1156
10071,3.0,2017-2018,1156,elective,PI_10071_3.0_2017-2018_1156
10072,2.0,2021-2022,1156,compulsory-elective,PI_10072_2.0_2021-2022_1156
10074,1.0,2023-2024,1156,compulsory-elective,PI_10074_1.0_2023-2024_1156
10001,1.0,2019-2020,1157,compulsory,PI_10001_1.0_2019-2020_1157
10013,1.0,2018-2019,1157,compulsory,PI_10013_1.0_2018-2019_1157
10013,2.0,2019-2020,1157,compulsory-elective,PI_10013_2.0_2019-2020_1157
10013,3.0,2017-2018,1157,elective,PI_10013_3.0_2017-2018_1157
10013,3.0,2020-2021,1157,compulsory-elective,PI_10013_3.0_2020-2021_1157
10021,2.0,2013-2014,1157,compulsory-elective,PI_10021_2.0_2013-2014_1157
10032,2.0,2020-2021,1157,elective,PI_10032_2.0_2020-2021_1157
10032,3.0,2017-2018,1157,elective,PI_10032_3.0_2017-2018_1157
10032,3.0,2019-2020,1157,elective,PI_10032_3.0_2019-2020_1157
10033,1.0,2021-2022,1157,compulsory,PI_10033_1.0_2021-2022_1157
10034,2.0,2017-2018,1157,compulsory-elective,PI_10034_2.0_2017-2018_1157
10042,2.0,2021-2022,1157,elective,PI_10042_2.0_2021-2022_1157
10051,3.0,2014-2015,1157,compulsory,PI_10051_3.0_2014-2015_1157
10051,3.0,2021-2022,1157,compulsory-elective,PI_10051_3.0_2021-2022_1157
10053,1.0,2022-2023,1157,elective,PI_10053_1.0_2022-2023_1157
10053,2.0,2022-2023,1157,compulsory-elective,PI_10053_2.0_2022-2023_1157
10054,1.0,2020-2021,1157,compulsory,PI_10054_1.0_2020-2021_1157
10054,2.0,2015-2016,1157,elective,PI_10054_2.0_2015-2016_1157
10061,1.0,2013-2014,1157,compulsory-elective,PI_10061_1.0_2013-2014_1157
10071,1.0,2015-2016,1157,compulsory,PI_10071_1.0_2015-2016_1157
10073,1.0,2015-2016,1157,compulsory-elective,PI_10073_1.0_2015-2016_1157
10001,1.0,2016-2017,1158,elective,PI_10001_1.0_2016-2017_1158
10001,2.0,2017-2018,1158,compulsory-elective,PI_10001_2.0_2017-2018_1158
10001,2.0,2020-2021,1158,elective,PI_10001_2.0_2020-2021_1158
10001,3.0,2023-2024,1158,elective,PI_10001_3.0_2023-2024_1158
10012,1.0,2014-2015,1158,compulsory,PI_10012_1.0_2014-2015_1158
10012,3.0,2013-2014,1158,compulsory-elective,PI_10012_3.0_2013-2014_1158
10014,2.0,2015-2016,1158,compulsory-elective,PI_10014_2.0_2015-2016_1158
10021,1.0,2013-2014,1158,elective,PI_10021_1.0_2013-2014_1158
10033,1.0,2016-2017,1158,elective,PI_10033_1.0_2016-2017_1158
10051,2.0,2023-2024,1158,elective,PI_10051_2.0_2023-2024_1158
10052,2.0,2023-2024,1158,elective,PI_10052_2.0_2023-2024_1158
10053,2.0,2016-2017,1158,elective,PI_10053_2.0_2016-2017_1158
10071,1.0,2016-2017,1158,elective,PI_10071_1.0_2016-2017_1158
10071,2.0,2015-2016,1158,elective,PI_10071_2.0_2015-2016_1158
10071,2.0,2022-2023,1158,elective,PI_10071_2.0_2022-2023_1158
10071,3.0,2015-2016,1158,elective,PI_10071_3.0_2015-2016_1158
10071,3.0,2018-2019,1158,elective,PI_10071_3.0_2018-2019_1158
10073,2.0,2018-2019,1158,compulsory,PI_10073_2.0_2018-2019_1158
10001,1.0,2014-2015,1159,elective,PI_10001_1.0_2014-2015_1159
10012,3.0,2022-2023,1159,compulsory,PI_10012_3.0_2022-2023_1159
10014,1.0,2021-2022,1159,compulsory-elective,PI_10014_1.0_2021-2022_1159
10021,1.0,2019-2020,1159,compulsory,PI_10021_1.0_2019-2020_1159
10021,2.0,2018-2019,1159,compulsory-elective,PI_10021_2.0_2018-2019_1159
10034,1.0,2018-2019,1159,compulsory-elective,PI_10034_1.0_2018-2019_1159
10042,1.0,2023-2024,1159,compulsory,PI_10042_1.0_2023-2024_1159
10042,2.0,2016-2017,1159,compulsory,PI_10042_2.0_2016-2017_1159
10061,1.0,2015-2016,1159,elective,PI_10061_1.0_2015-2016_1159
10061,1.0,2021-2022,1159,compulsory,PI_10061_1.0_2021-2022_1159
10071,3.0,2019-2020,1159,compulsory-elective,PI_10071_3.0_2019-2020_1159
10071,3.0,2021-2022,1159,compulsory,PI_10071_3.0_2021-2022_1159
10072,1.0,2013-2014,1159,compulsory-elective,PI_10072_1.0_2013-2014_1159
10072,1.0,2017-2018,1159,elective,PI_10072_1.0_2017-2018_1159
10074,1.0,2022-2023,1159,compulsory-elective,PI_10074_1.0_2022-2023_1159
10001,3.0,2013-2014,1160,elective,PI_10001_3.0_2013-2014_1160
10001,3.0,2023-2024,1160,elective,PI_10001_3.0_2023-2024_1160
10011,1.0,2014-2015,1160,elective,PI_10011_1.0_2014-2015_1160
10012,1.0,2020-2021,1160,compulsory-elective,PI_10012_1.0_2020-2021_1160
10012,3.0,2014-2015,1160,elective,PI_10012_3.0_2014-2015_1160
10013,3.0,2013-2014,1160,compulsory,PI_10013_3.0_2013-2014_1160
10013,3.0,2016-2017,1160,compulsory,PI_10013_3.0_2016-2017_1160
10014,1.0,2022-2023,1160,compulsory-elective,PI_10014_1.0_2022-2023_1160
10014,2.0,2016-2017,1160,elective,PI_10014_2.0_2016-2017_1160
10032,2.0,2013-2014,1160,compulsory-elective,PI_10032_2.0_2013-2014_1160
10033,1.0,2013-2014,1160,compulsory-elective,PI_10033_1.0_2013-2014_1160
10034,2.0,2018-2019,1160,elective,PI_10034_2.0_2018-2019_1160
10041,1.0,2023-2024,1160,compulsory,PI_10041_1.0_2023-2024_1160
10052,2.0,2015-2016,1160,elective,PI_10052_2.0_2015-2016_1160
10053,1.0,2016-2017,1160,elective,PI_10053_1.0_2016-2017_1160
10053,2.0,2022-2023,1160,compulsory-elective,PI_10053_2.0_2022-2023_1160
10061,2.0,2020-2021,1160,elective,PI_10061_2.0_2020-2021_1160
10071,1.0,2021-2022,1160,compulsory-elective,PI_10071_1.0_2021-2022_1160
10071,1.0,2022-2023,1160,elective,PI_10071_1.0_2022-2023_1160
10071,3.0,2021-2022,1160,elective,PI_10071_3.0_2021-2022_1160
10072,1.0,2015-2016,1160,compulsory-elective,PI_10072_1.0_2015-2016_1160
10072,1.0,2021-2022,1160,compulsory-elective,PI_10072_1.0_2021-2022_1160
10072,2.0,2018-2019,1160,compulsory-elective,PI_10072_2.0_2018-2019_1160
10072,3.0,2015-2016,1160,compulsory,PI_10072_3.0_2015-2016_1160
10073,3.0,2015-2016,1160,compulsory-elective,PI_10073_3.0_2015-2016_1160
10001,1.0,2013-2014,1161,elective,PI_10001_1.0_2013-2014_1161
10012,1.0,2015-2016,1161,elective,PI_10012_1.0_2015-2016_1161
10012,1.0,2023-2024,1161,elective,PI_10012_1.0_2023-2024_1161
10013,3.0,2018-2019,1161,compulsory-elective,PI_10013_3.0_2018-2019_1161
10031,2.0,2016-2017,1161,elective,PI_10031_2.0_2016-2017_1161
10034,1.0,2018-2019,1161,compulsory-elective,PI_10034_1.0_2018-2019_1161
10034,2.0,2016-2017,1161,compulsory-elective,PI_10034_2.0_2016-2017_1161
10042,1.0,2015-2016,1161,elective,PI_10042_1.0_2015-2016_1161
10051,1.0,2018-2019,1161,elective,PI_10051_1.0_2018-2019_1161
10052,2.0,2019-2020,1161,compulsory,PI_10052_2.0_2019-2020_1161
10061,1.0,2021-2022,1161,elective,PI_10061_1.0_2021-2022_1161
10071,1.0,2015-2016,1161,elective,PI_10071_1.0_2015-2016_1161
10072,2.0,2017-2018,1161,elective,PI_10072_2.0_2017-2018_1161
10073,1.0,2016-2017,1161,elective,PI_10073_1.0_2016-2017_1161
10073,1.0,2019-2020,1161,elective,PI_10073_1.0_2019-2020_1161
10073,3.0,2020-2021,1161,compulsory,PI_10073_3.0_2020-2021_1161
10001,3.0,2021-2022,1162,elective,PI_10001_3.0_2021-2022_1162
10011,1.0,2013-2014,1162,compulsory,PI_10011_1.0_2013-2014_1162
10012,1.0,2014-2015,1162,compulsory-elective,PI_10012_1.0_2014-2015_1162
10012,2.0,2021-2022,1162,compulsory-elective,PI_10012_2.0_2021-2022_1162
10012,3.0,2021-2022,1162,compulsory-elective,PI_10012_3.0_2021-2022_1162
10013,2.0,2016-2017,1162,elective,PI_10013_2.0_2016-2017_1162
10031,2.0,2023-2024,1162,compulsory-elective,PI_10031_2.0_2023-2024_1162
10033,1.0,2021-2022,1162,compulsory,PI_10033_1.0_2021-2022_1162
10033,2.0,2022-2023,1162,compulsory-elective,PI_10033_2.0_2022-2023_1162
10034,1.0,2021-2022,1162,elective,PI_10034_1.0_2021-2022_1162
10051,2.0,2015-2016,1162,compulsory,PI_10051_2.0_2015-2016_1162
10052,1.0,2013-2014,1162,compulsory-elective,PI_10052_1.0_2013-2014_1162
10053,1.0,2018-2019,1162,compulsory-elective,PI_10053_1.0_2018-2019_1162
10053,2.0,2020-2021,1162,compulsory-elective,PI_10053_2.0_2020-2021_1162
10054,1.0,2019-2020,1162,elective,PI_10054_1.0_2019-2020_1162
10073,3.0,2019-2020,1162,elective,PI_10073_3.0_2019-2020_1162
10074,1.0,2015-2016,1162,compulsory-elective,PI_10074_1.0_2015-2016_1162
10001,2.0,2023-2024,1163,compulsory,PI_10001_2.0_2023-2024_1163
10012,2.0,2013-2014,1163,compulsory,PI_10012_2.0_2013-2014_1163
10013,2.0,2023-2024,1163,elective,PI_10013_2.0_2023-2024_1163
10021,1.0,2020-2021,1163,compulsory,PI_10021_1.0_2020-2021_1163
10021,2.0,2021-2022,1163,elective,PI_10021_2.0_2021-2022_1163
10031,1.0,2013-2014,1163,compulsory-elective,PI_10031_1.0_2013-2014_1163
10031,1.0,2020-2021,1163,elective,PI_10031_1.0_2020-2021_1163
10031,1.0,2022-2023,1163,compulsory-elective,PI_10031_1.0_2022-2023_1163
10031,1.0,2023-2024,1163,elective,PI_10031_1.0_2023-2024_1163
10033,1.0,2015-2016,1163,elective,PI_10033_1.0_2015-2016_1163
10051,2.0,2015-2016,1163,compulsory-elective,PI_10051_2.0_2015-2016_1163
10061,1.0,2018-2019,1163,elective,PI_10061_1.0_2018-2019_1163
10072,2.0,2021-2022,1163,compulsory,PI_10072_2.0_2021-2022_1163
10073,2.0,2021-2022,1163,compulsory,PI_10073_2.0_2021-2022_1163
10074,1.0,2018-2019,1163,elective,PI_10074_1.0_2018-2019_1163
10074,1.0,2023-2024,1163,elective,PI_10074_1.0_2023-2024_1163
10001,3.0,2020-2021,1164,elective,PI_10001_3.0_2020-2021_1164
10011,3.0,2014-2015,1164,compulsory,PI_10011_3.0_2014-2015_1164
10012,1.0,2019-2020,1164,compulsory-elective,PI_10012_1.0_2019-2020_1164
10014,1.0,2015-2016,1164,compulsory,PI_10014_1.0_2015-2016_1164
10014,1.0,2021-2022,1164,elective,PI_10014_1.0_2021-2022_1164
10021,2.0,2014-2015,1164,elective,PI_10021_2.0_2014-2015_1164
10031,1.0,2018-2019,1164,elective,PI_10031_1.0_2018-2019_1164
10032,3.0,2021-2022,1164,elective,PI_10032_3.0_2021-2022_1164
10034,2.0,2018-2019,1164,elective,PI_10034_2.0_2018-2019_1164
10041,1.0,2014-2015,1164,elective,PI_10041_1.0_2014-2015_1164
10041,1.0,2022-2023,1164,elective,PI_10041_1.0_2022-2023_1164
10041,2.0,2015-2016,1164,elective,PI_10041_2.0_2015-2016_1164
10042,1.0,2018-2019,1164,elective,PI_10042_1.0_2018-2019_1164
10052,2.0,2016-2017,1164,compulsory-elective,PI_10052_2.0_2016-2017_1164
